,Timestamp,Recipe,human,manipulator,Safe_Ovr
94,1696864438.3677654,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
95,1696864438.3877869,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
96,1696864438.4077816,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
97,1696864438.4277744,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
98,1696864438.4477723,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
99,1696864438.467767,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
100,1696864438.4877772,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
101,1696864438.5077705,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
102,1696864438.5277574,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
103,1696864438.5478482,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
104,1696864438.567762,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
105,1696864438.5877974,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
106,1696864438.607786,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
107,1696864438.6277661,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
108,1696864438.6477964,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
109,1696864438.6677666,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
110,1696864438.6878273,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
111,1696864438.7077806,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
112,1696864438.727769,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
113,1696864438.7477672,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
114,1696864438.7677739,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
115,1696864438.7877622,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
116,1696864438.8077743,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
117,1696864438.8277617,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
118,1696864438.8477845,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
119,1696864438.8677742,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
120,1696864438.8877811,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
121,1696864438.9077911,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
122,1696864438.9277804,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
123,1696864438.9478216,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
124,1696864438.9677792,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
125,1696864438.9877625,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
126,1696864439.0077605,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
127,1696864439.0277555,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
128,1696864439.0477593,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
129,1696864439.0677743,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
130,1696864439.0877674,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
131,1696864439.10777,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
132,1696864439.1277823,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
133,1696864439.1478026,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
134,1696864439.1677594,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
135,1696864439.1877732,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
136,1696864439.2077723,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
137,1696864439.2277575,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
138,1696864439.2477455,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
139,1696864439.2677724,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
140,1696864439.2877595,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
141,1696864439.3077767,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
142,1696864439.3277824,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
143,1696864439.3478231,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
144,1696864439.3677762,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
145,1696864439.3877842,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
146,1696864439.4077687,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
147,1696864439.4277642,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
148,1696864439.447777,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
149,1696864439.4677858,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
150,1696864439.487781,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
151,1696864439.5077686,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
152,1696864439.52776,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
153,1696864439.5477777,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
154,1696864439.5677552,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
155,1696864439.587778,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
156,1696864439.6077838,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
157,1696864439.6277664,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
158,1696864439.6478014,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
159,1696864439.6677895,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
160,1696864439.6877787,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
161,1696864439.7077813,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
162,1696864439.7277744,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
163,1696864439.7477765,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
164,1696864439.7677772,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
165,1696864439.7877748,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
166,1696864439.807777,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
167,1696864439.827762,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
168,1696864439.8477824,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
169,1696864439.8677955,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
170,1696864439.8877826,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
171,1696864439.9077892,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
172,1696864439.9277697,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
173,1696864439.9477777,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
174,1696864439.967776,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
175,1696864439.9877825,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
176,1696864440.007953,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
177,1696864440.027766,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
178,1696864440.0477676,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
179,1696864440.0677524,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
180,1696864440.087778,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
181,1696864440.107769,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
182,1696864440.1277633,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
183,1696864440.1477804,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
184,1696864440.167772,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
185,1696864440.1877832,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
186,1696864440.2077832,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
187,1696864440.2278614,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
188,1696864440.2478228,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
189,1696864440.2677732,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
190,1696864440.2877657,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
191,1696864440.3077695,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
192,1696864440.3277538,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
193,1696864440.347762,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
194,1696864440.3677704,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
195,1696864440.3878055,COMPLETE_HA_SOLVER_rec_0_rep_0_2023_10_09_17:13,,battery_sorting,100.0
